features	accuracy	lamda	sensitivity	classibias
[8  20  40]	0.410869565217	1.0	0.397826086957	0.699546920599
[8  10  14  23  26  27  38  40  43  44  46  47  48]	0.748913043478	1.0	0.388043478261	0.120267309403
[1  30  39  45  56]	0.521739130435	1.0	0.391304347826	0.950631115805
[1  2  11  17  23  31  35  40  42  44  50]	0.569565217391	1.0	0.383695652174	0.670173494944
[2  8  14  38  46  48  49]	0.515217391304	1.0	0.378260869565	0.39188966561
[9  14  16  37  42  47  49  54  57]	0.516304347826	1.0	0.407608695652	0.962944492006
[1  33  45]	0.540217391304	1.0	0.363043478261	0.308915926169
[38]	0.384782608696	1.0	0.38152173913	0.411564590178
[10  18  26  29  33  34  35  41  44  50  53  54  56]	0.640217391304	1.0	0.397826086957	1.111185682
[6  13  29  33  48]	0.532608695652	1.0	0.383695652174	0.460865574825
[7  8  10  15  30  33  35  39  44  51  55]	0.538043478261	1.0	0.39347826087	1.34997237532
[8  18  20  21  28  42  57]	0.473913043478	1.0	0.378260869565	1.35958363697
[1  3  8  15  19  31  43  48  49]	0.501086956522	1.0	0.407608695652	1.17876083524
[23  42  47]	0.452173913043	1.0	0.38152173913	0.649781747223
[46]	0.488043478261	1.0	0.4	0.309698874787
[1  5  8  15  16  25  27  41  43  47  48  49  54]	0.746739130435	1.0	0.403260869565	0.633057605739
[3  18  21  22  31  32  36  38  42  53  56]	0.479347826087	1.0	0.386956521739	1.85305663875
[1  19  33  35  40]	0.520652173913	1.0	0.413043478261	0.81900031796
[1  13  15  17  25  36  43  56  57]	0.592391304348	1.0	0.388043478261	1.02652168756
[16  22  24  29  41  49  54]	0.510869565217	1.0	0.403260869565	0.84909741628
[16  28  57]	0.40652173913	1.0	0.365217391304	1.10799369866
[50]	0.495652173913	1.0	0.373913043478	0.305026063861
[2  6  7  15  28  32  35  44  48  51  55  56  57]	0.541304347826	1.0	0.40652173913	1.39625197652
[13  15  18  20  30  31  32  39  41  43  56]	0.55	1.0	0.413043478261	1.21782203075
[14  24  38  47  54]	0.390217391304	1.0	0.385869565217	0.714033960907
[14  26  30  35  36  53  55]	0.538043478261	1.0	0.383695652174	1.33342210549
[2  13  17  23  29  37  49  52  53]	0.517391304348	1.0	0.404347826087	1.28655272955
[31  42  55]	0.502173913043	1.0	0.390217391304	1.46252418541
[44]	0.435869565217	1.0	0.385869565217	0.351691798662
[2  3  4  5  6  7  8  20  25  27  31  49  54]	0.692391304348	1.0	0.364130434783	0.899699116026
[7  13  15  21  22  23  33  40  46  47  49]	0.467391304348	1.0	0.395652173913	1.38329808903
[4  25  32  35  56]	0.614130434783	1.0	0.408695652174	0.860003530292
[8  21  26  30  33  35  37  50  55]	0.557608695652	1.0	0.4	1.5963360872
[6  9  11  19  27  34  38]	0.56847826087	1.0	0.414130434783	1.08621810821
[19  28  36]	0.448913043478	1.0	0.402173913043	0.852932204762
[10]	0.389130434783	1.0	0.389130434783	0.568459943217
[2  7  10  23  24  25  28  33  34  35  38  54  57]	0.642391304348	1.0	0.428260869565	1.19501921032
[5  11  26  30  43]	0.577173913043	1.0	0.414130434783	0.537812157504
[2  6  14  15  33  34  37  38  39  49  54]	0.598913043478	1.0	0.389130434783	0.436242592403
[2  17  20  28  36  42  56]	0.497826086957	1.0	0.415217391304	1.14386727189
[8  20  40]	0.420652173913	1.0	0.408695652174	0.699323840092
[41]	0.415217391304	1.0	0.385869565217	0.367729393231
[8  10  14  23  26  27  38  40  43  44  46  47  48]	0.75652173913	1.0	0.379347826087	0.118436284605
[1  30  39  45  56]	0.530434782609	1.0	0.396739130435	0.991693907951
[1  2  11  17  23  31  35  40  42  44  50]	0.585869565217	1.0	0.402173913043	0.715058327083
[2  8  14  38  46  48  49]	0.532608695652	1.0	0.384782608696	0.37844888534
[9  14  16  37  42  47  49  54  57]	0.519565217391	1.0	0.392391304348	0.956379301133
[32]	0.419565217391	1.0	0.370652173913	0.335265108884
[8  22  28]	0.466304347826	1.0	0.390217391304	0.509258244736
[10  18  26  29  33  34  35  41  44  50  53  54  56]	0.628260869565	1.0	0.408695652174	1.10758143426
[4  8  39  40  41]	0.486956521739	1.0	0.385869565217	0.478120650266
[7  8  10  15  30  33  35  39  44  51  55]	0.469565217391	1.0	0.354347826087	1.81715280804
[1  28  33  47  48  51  55]	0.501086956522	1.0	0.404347826087	1.25942183643
[38]	0.388043478261	1.0	0.382608695652	0.413110606383
[1  33  45]	0.525	1.0	0.34347826087	0.285684129793
[6  13  29  33  48]	0.538043478261	1.0	0.366304347826	0.431506848034
[2  10  14  15  18  21  23  24  25  26  31  42  52]	0.614130434783	1.0	0.39347826087	1.29159111652
[4  11  14  16  23  32  40  44  48  54  57]	0.489130434783	1.0	0.384782608696	1.2360006842
[8  18  20  21  28  42  57]	0.473913043478	1.0	0.391304347826	1.45726436731
[46]	0.482608695652	1.0	0.391304347826	0.302137402302
[23  42  47]	0.455434782609	1.0	0.388043478261	0.645929694939
[1  3  8  15  19  31  43  48  49]	0.519565217391	1.0	0.413043478261	1.18498568726
[1  19  33  35  40]	0.50652173913	1.0	0.398913043478	0.821341586379
[1  5  8  15  16  25  27  41  43  47  48  49  54]	0.730434782609	1.0	0.411956521739	0.622923381408
[3  18  21  22  31  32  36  38  42  53  56]	0.482608695652	1.0	0.384782608696	1.92048308805
[16  22  24  29  41  49  54]	0.501086956522	1.0	0.376086956522	0.81681476813
[50]	0.467391304348	1.0	0.357608695652	0.285948805956
[16  28  57]	0.416304347826	1.0	0.367391304348	1.06258944177
[1  13  15  17  25  36  43  56  57]	0.591304347826	1.0	0.397826086957	1.07959931139
[14  24  38  47  54]	0.4	1.0	0.389130434783	0.750425716396
[13  15  18  20  30  31  32  39  41  43  56]	0.526086956522	1.0	0.391304347826	1.17468072976
[2  6  7  15  28  32  35  44  48  51  55  56  57]	0.496739130435	1.0	0.364130434783	1.39417195365
[14  26  30  35  36  53  55]	0.532608695652	1.0	0.386956521739	1.34562623865
[44]	0.409782608696	1.0	0.36847826087	0.328098935125
[31  42  55]	0.519565217391	1.0	0.420652173913	1.49215519429
[2  13  17  23  29  37  49  52  53]	0.465217391304	1.0	0.372826086957	1.36362578748
[4  25  32  35  56]	0.576086956522	1.0	0.371739130435	0.85015291948
[7  13  15  21  22  23  33  40  46  47  49]	0.482608695652	1.0	0.390217391304	1.39381261635
[2  3  4  5  6  7  8  20  25  27  31  49  54]	0.716304347826	1.0	0.427173913043	0.90033695296
[10]	0.397826086957	1.0	0.397826086957	0.557285469416
[19  28  36]	0.429347826087	1.0	0.373913043478	0.830418100502
[8  21  26  30  33  35  37  50  55]	0.534782608696	1.0	0.394565217391	1.51737703381
[5  11  26  30  43]	0.576086956522	1.0	0.391304347826	0.54497464177
[2  6  14  15  33  34  37  38  39  49  54]	0.590217391304	1.0	0.389130434783	0.426818092805
[2  7  10  23  24  25  28  33  34  35  38  54  57]	0.595652173913	1.0	0.380434782609	1.12230958859
[2  17  20  28  36  42  56]	0.496739130435	1.0	0.385869565217	1.07785334992
[41]	0.429347826087	1.0	0.402173913043	0.384118325289
[8  20  40]	0.388043478261	1.0	0.375	0.668697501616
[13  15  24  26  33  36  41  49  54]	0.622826086957	1.0	0.385869565217	0.391822338275
[1  2  11  17  23  31  35  40  42  44  50]	0.571739130435	1.0	0.390217391304	0.692916007673
[1  30  39  45  56]	0.498913043478	1.0	0.355434782609	0.941113148972
[8  10  14  23  26  27  38  40  43  44  46  47  48]	0.741304347826	1.0	0.354347826087	0.133491456702
[2  8  14  38  46  48  49]	0.504347826087	1.0	0.380434782609	0.411427923343
[32]	0.430434782609	1.0	0.386956521739	0.35026007815
[8  22  28]	0.465217391304	1.0	0.391304347826	0.530444840608
[9  14  16  37  42  47  49  54  57]	0.49347826087	1.0	0.378260869565	1.03058512218
[7  8  10  15  30  33  35  39  44  51  55]	0.526086956522	1.0	0.38152173913	1.32878091433
[4  8  39  40  41]	0.455434782609	1.0	0.366304347826	0.445081406416
[10  18  26  29  33  34  35  41  44  50  53  54  56]	0.634782608696	1.0	0.380434782609	1.07115231623
[1  28  33  47  48  51  55]	0.46847826087	1.0	0.390217391304	1.2882203392
[52]	0.397826086957	1.0	0.397826086957	1.10834645219
[17  26  31]	0.541304347826	1.0	0.371739130435	0.352069308826
[8  20  22  36  41  42  44  47  54]	0.579347826087	1.0	0.379347826087	0.415141047571
[4  11  14  16  23  32  40  44  48  54  57]	0.482608695652	1.0	0.394565217391	1.20545512588
[4  23  36  48  54]	0.49347826087	1.0	0.408695652174	0.709609221231
[2  10  14  15  18  21  23  24  25  26  31  42  52]	0.614130434783	1.0	0.407608695652	1.22596888935
[1  12  23  28  30  43  51]	0.555434782609	1.0	0.408695652174	0.572097372208
[38]	0.409782608696	1.0	0.403260869565	0.435045559498
[1  33  45]	0.53152173913	1.0	0.339130434783	0.279475392069
[4  5  11  12  21  24  34  44  48  52  55]	0.454347826087	1.0	0.392391304348	1.96272425619
[6  13  29  33  48]	0.538043478261	1.0	0.385869565217	0.46797112767
[14  16  18  21  25  26  31  40  41  43  48  50  57]	0.596739130435	1.0	0.355434782609	1.218896709
[8  18  20  21  28  42  57]	0.466304347826	1.0	0.375	1.36065330435
[46]	0.491304347826	1.0	0.390217391304	0.302187277989
[23  42  47]	0.457608695652	1.0	0.401086956522	0.666082543847
[3  18  21  22  31  32  36  38  42  53  56]	0.457608695652	1.0	0.367391304348	1.86547033044
[1  19  33  35  40]	0.484782608696	1.0	0.377173913043	0.785828497315
[1  3  8  15  19  31  43  48  49]	0.484782608696	1.0	0.39347826087	1.22254110764
[50]	0.476086956522	1.0	0.328260869565	0.258291518576
[16  28  57]	0.446739130435	1.0	0.404347826087	1.0625118516
[13  15  18  20  30  31  32  39  41  43  56]	0.529347826087	1.0	0.383695652174	1.15538286931
[14  24  38  47  54]	0.40652173913	1.0	0.398913043478	0.74980367002
[1  13  15  17  25  36  43  56  57]	0.590217391304	1.0	0.375	1.04210062711
[2  6  7  15  28  32  35  44  48  51  55  56  57]	0.515217391304	1.0	0.402173913043	1.40803713873
[44]	0.435869565217	1.0	0.394565217391	0.356403674977
[14  26  30  35  36  53  55]	0.529347826087	1.0	0.382608695652	1.34729575543
[31  42  55]	0.497826086957	1.0	0.388043478261	1.3789623742
[7  13  15  21  22  23  33  40  46  47  49]	0.46847826087	1.0	0.371739130435	1.3880620106
[4  25  32  35  56]	0.583695652174	1.0	0.404347826087	0.913422570757
[2  13  17  23  29  37  49  52  53]	0.508695652174	1.0	0.391304347826	1.20988617026
[10]	0.39347826087	1.0	0.39347826087	0.570981684376
[2  3  4  5  6  7  8  20  25  27  31  49  54]	0.680434782609	1.0	0.366304347826	0.86018143118
[19  28  36]	0.45	1.0	0.392391304348	0.868250961133
[2  6  14  15  33  34  37  38  39  49  54]	0.571739130435	1.0	0.35652173913	0.407787153434
[5  11  26  30  43]	0.59347826087	1.0	0.423913043478	0.551428891698
[8  21  26  30  33  35  37  50  55]	0.559782608696	1.0	0.402173913043	1.48408594222
[41]	0.403260869565	1.0	0.363043478261	0.347817708519
[2  7  10  23  24  25  28  33  34  35  38  54  57]	0.616304347826	1.0	0.417391304348	1.15645600607
[8  20  40]	0.388043478261	1.0	0.377173913043	0.678457966018
[1  2  11  17  23  31  35  40  42  44  50]	0.582608695652	1.0	0.407608695652	0.741957399413
[2  17  20  28  36  42  56]	0.505434782609	1.0	0.379347826087	1.0823450951
[1  30  39  45  56]	0.492391304348	1.0	0.376086956522	0.935127621142
[13  15  24  26  33  36  41  49  54]	0.594565217391	1.0	0.369565217391	0.359871196211
[32]	0.453260869565	1.0	0.409782608696	0.375359751526
[8  10  14  23  26  27  38  40  43  44  46  47  48]	0.741304347826	1.0	0.351086956522	0.0785425366297
[8  22  28]	0.45652173913	1.0	0.383695652174	0.524317066522
[7  8  10  15  30  33  35  39  44  51  55]	0.542391304348	1.0	0.4	1.76453622404
[2  8  14  38  46  48  49]	0.514130434783	1.0	0.375	0.410782707653
[4  8  39  40  41]	0.49347826087	1.0	0.397826086957	0.493618073519
[9  14  16  37  42  47  49  54  57]	0.525	1.0	0.401086956522	0.973189581383
[52]	0.38152173913	1.0	0.38152173913	1.0276823252
[10  18  26  29  33  34  35  41  44  50  53  54  56]	0.61847826087	1.0	0.386956521739	1.11387861817
[17  26  31]	0.575	1.0	0.40652173913	0.410928062257
[4  11  14  16  23  32  40  44  48  54  57]	0.5	1.0	0.407608695652	1.26994958631
[1  28  33  47  48  51  55]	0.484782608696	1.0	0.402173913043	1.31978875923
[4  23  36  48  54]	0.48152173913	1.0	0.38152173913	0.688099760042
[8  20  22  36  41  42  44  47  54]	0.590217391304	1.0	0.39347826087	0.427247490281
[20]	0.382608695652	1.0	0.382608695652	0.569297523659
[2  10  14  15  18  21  23  24  25  26  31  42  52]	0.609782608696	1.0	0.39347826087	1.17814116902
[14  30  36]	0.503260869565	1.0	0.382608695652	0.279106313464
[4  5  11  12  21  24  34  44  48  52  55]	0.464130434783	1.0	0.411956521739	2.14676796002
[1  12  23  28  30  43  51]	0.536956521739	1.0	0.4	0.54444191449
[7  21  23  25  30  32  35  36  41]	0.60652173913	1.0	0.376086956522	1.06419943451
[38]	0.408695652174	1.0	0.403260869565	0.435524979403
[1  33  45]	0.53152173913	1.0	0.341304347826	0.266056870188
[4  8  13  18  19  23  29  39  40  47  55]	0.467391304348	1.0	0.398913043478	2.15185224733
[4  26  31  38  39  48  49]	0.614130434783	1.0	0.325	0.0257441196096
[10  12  14  16  21  26  33  42  44]	0.607608695652	1.0	0.383695652174	0.85513285241
[6  13  29  33  48]	0.515217391304	1.0	0.388043478261	0.47332026462
[46]	0.470652173913	1.0	0.376086956522	0.284386099517
[23  42  47]	0.45652173913	1.0	0.388043478261	0.669617105671
[1  7  14  15  25  28  29  38  40  42  43  49  50]	0.661956521739	1.0	0.379347826087	0.378900709736
[3  18  21  22  31  32  36  38  42  53  56]	0.497826086957	1.0	0.40652173913	1.87818989748
[8  18  20  21  28  42  57]	0.472826086957	1.0	0.390217391304	1.38499325204
[1  3  8  15  19  31  43  48  49]	0.475	1.0	0.376086956522	1.20349347549
[50]	0.470652173913	1.0	0.311956521739	0.260867530656
[1  19  33  35  40]	0.508695652174	1.0	0.404347826087	0.784500491768
[16  28  57]	0.408695652174	1.0	0.377173913043	1.08414736715
[1  5  8  15  16  25  27  41  43  47  48  49  54]	0.716304347826	1.0	0.371739130435	0.59252999269
[13  15  18  20  30  31  32  39  41  43  56]	0.530434782609	1.0	0.407608695652	1.18776223593
[16  22  24  29  41  49  54]	0.483695652174	1.0	0.359782608696	0.761992024741
[1  13  15  17  25  36  43  56  57]	0.583695652174	1.0	0.40652173913	1.04791723383
[44]	0.43152173913	1.0	0.38152173913	0.346959087636
[14  24  38  47  54]	0.386956521739	1.0	0.378260869565	0.720114400191
[31  42  55]	0.5	1.0	0.389130434783	1.43842429367
[2  6  7  15  28  32  35  44  48  51  55  56  57]	0.486956521739	1.0	0.377173913043	1.65745147042
[7  13  15  21  22  23  33  40  46  47  49]	0.489130434783	1.0	0.403260869565	1.39262079094
[14  26  30  35  36  53  55]	0.525	1.0	0.36847826087	1.35391311408
[2  13  17  23  29  37  49  52  53]	0.511956521739	1.0	0.411956521739	1.27611198295
[10]	0.397826086957	1.0	0.397826086957	0.556424189423
[4  25  32  35  56]	0.605434782609	1.0	0.397826086957	0.844952607412
[19  28  36]	0.419565217391	1.0	0.370652173913	0.844105242844
[2  3  4  5  6  7  8  20  25  27  31  49  54]	0.705434782609	1.0	0.390217391304	0.843281965485
[2  6  14  15  33  34  37  38  39  49  54]	0.569565217391	1.0	0.361956521739	0.405791065102
[6  9  11  19  27  34  38]	0.548913043478	1.0	0.384782608696	1.10232826211
[8  21  26  30  33  35  37  50  55]	0.559782608696	1.0	0.413043478261	1.46703076041
[41]	0.41847826087	1.0	0.389130434783	0.371248790387
[5  11  26  30  43]	0.620652173913	1.0	0.430434782609	0.578616395843
[8  20  40]	0.409782608696	1.0	0.39347826087	0.71665060122
[2  7  10  23  24  25  28  33  34  35  38  54  57]	0.603260869565	1.0	0.386956521739	1.18054350748
[1  2  11  17  23  31  35  40  42  44  50]	0.560869565217	1.0	0.384782608696	0.661227793197
[2  17  20  28  36  42  56]	0.478260869565	1.0	0.370652173913	1.11747432372
[13  15  24  26  33  36  41  49  54]	0.597826086957	1.0	0.376086956522	0.354976421986
[32]	0.463043478261	1.0	0.409782608696	0.379567476796
[1  30  39  45  56]	0.525	1.0	0.386956521739	0.993659329408
[8  22  28]	0.46847826087	1.0	0.392391304348	0.522906742906
[8  10  14  23  26  27  38  40  43  44  46  47  48]	0.751086956522	1.0	0.375	0.13181800254
[7  8  10  15  30  33  35  39  44  51  55]	0.538043478261	1.0	0.389130434783	1.37210256153
[2  8  14  38  46  48  49]	0.51847826087	1.0	0.394565217391	0.381872432668
[9  14  16  37  42  47  49  54  57]	0.49347826087	1.0	0.378260869565	0.951448564549
[52]	0.389130434783	1.0	0.389130434783	0.904793419031
[4  8  39  40  41]	0.473913043478	1.0	0.376086956522	0.470031534732
