feature - 53 score - 13.1834106944 
feature - 23 score - 7.63356871038 
feature - 7 score - 7.1853595412 
feature - 4 score - 5.18661956326 
feature - 20 score - 4.9247717868 
feature - 24 score - 4.81867467546 
feature - 15 score - 4.70965244863 
feature - 11 score - 4.22175376591 
feature - 52 score - 3.83769868383 
feature - 17 score - 3.83691871221 
feature - 6 score - 3.70804654582 
feature - 8 score - 3.55563007786 
feature - 9 score - 3.52338140965 
feature - 16 score - 3.50626028191 
feature - 54 score - 3.15796861159 
feature - 18 score - 3.01919162293 
feature - 21 score - 2.90659468948 
feature - 5 score - 2.86703712783 
feature - 55 score - 2.76353870856 
feature - 3 score - 2.73134052001 
feature - 13 score - 2.42939352223 
feature - 22 score - 2.39991064478 
feature - 19 score - 2.33033976739 
feature - 10 score - 2.29309606589 
feature - 1 score - 2.28580389883 
feature - 56 score - 2.20107146143 
feature - 57 score - 2.14679451174 
feature - 14 score - 1.99141600074 
feature - 12 score - 1.98480272695 
feature - 40 score - 1.81001763562 
feature - 2 score - 1.77698443646 
feature - 36 score - 1.44948675049 
feature - 50 score - 1.4226372175 
feature - 38 score - 1.27534436554 
feature - 28 score - 1.17652078576 
feature - 45 score - 1.11607462855 
feature - 49 score - 0.853148701469 
feature - 37 score - 0.833210838048 
feature - 33 score - 0.0909844425368 
feature - 39 score - 0.0705451772007 
feature - 30 score - -0.223157250243 
feature - 46 score - -0.393420004674 
feature - 34 score - -0.724296283797 
feature - 44 score - -0.73236690398 
feature - 43 score - -0.838974395347 
feature - 47 score - -0.895125634286 
feature - 25 score - -1.07222575682 
feature - 51 score - -1.09540910948 
feature - 35 score - -1.10428313614 
feature - 26 score - -1.37223768144 
feature - 42 score - -2.18572229019 
feature - 48 score - -3.5727847511 
feature - 32 score - -4.00947466465 
feature - 31 score - -4.10472760811 
feature - 27 score - -6.6394927704 
feature - 29 score - -6.78566185084 
feature - 41 score - -25.7197917456 
